symbol,effective_month,split,expected_sessions,actual_sessions,expected_bars,actual_bars,missing_bars,missing_bar_rate_pct,duplicate_bars,duplicate_bar_rate_pct,zero_volume_bars,zero_volume_bar_rate_pct,invalid_ohlc_rows,off_grid_bars,premarket_removed,after_hours_removed,early_close_removed,ohlc_consistency_violations,provider_feed,adjustment,requested_symbol,returned_symbol,symbol_mismatch,pagination_complete,rejected,rejection_reason
WMT,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1142,1105,0,0,sip,raw,WMT,WMT,False,True,False,
XOM,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,829,652,0,0,sip,raw,XOM,XOM,False,True,False,
SPY,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2637,1899,0,0,sip,raw,SPY,SPY,False,True,False,
QQQ,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2702,1897,0,0,sip,raw,QQQ,QQQ,False,True,False,
IWM,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2673,1756,0,0,sip,raw,IWM,IWM,False,True,False,
DIA,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1516,581,0,0,sip,raw,DIA,DIA,False,True,False,
XLK,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,984,480,0,0,sip,raw,XLK,XLK,False,True,False,
XLF,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1682,900,0,0,sip,raw,XLF,XLF,False,True,False,
XLE,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1009,538,0,0,sip,raw,XLE,XLE,False,True,False,
XLV,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,559,426,0,0,sip,raw,XLV,XLV,False,True,False,
XLI,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,195,174,0,0,sip,raw,XLI,XLI,False,True,False,
XLY,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,190,112,0,0,sip,raw,XLY,XLY,False,True,False,
XLP,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,307,262,0,0,sip,raw,XLP,XLP,False,True,False,
XLU,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,316,419,0,0,sip,raw,XLU,XLU,False,True,False,
SMH,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1157,627,0,0,sip,raw,SMH,SMH,False,True,False,
AAPL,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2640,1945,0,0,sip,raw,AAPL,AAPL,False,True,False,
ACN,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,265,246,0,0,sip,raw,ACN,ACN,False,True,False,
ADBE,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,885,760,0,0,sip,raw,ADBE,ADBE,False,True,False,
AMD,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2757,2015,0,0,sip,raw,AMD,AMD,False,True,False,
AMZN,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2706,2006,0,0,sip,raw,AMZN,AMZN,False,True,False,
APP,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1292,993,0,0,sip,raw,APP,APP,False,True,False,
AVGO,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2419,1771,0,0,sip,raw,AVGO,AVGO,False,True,False,
BA,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1403,1421,0,0,sip,raw,BA,BA,False,True,False,
BAC,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1282,955,0,0,sip,raw,BAC,BAC,False,True,False,
BMNR,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2836,2021,0,0,sip,raw,BMNR,BMNR,False,True,False,
BRK.B,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,699,742,0,0,sip,raw,BRK.B,BRK.B,False,True,False,
COIN,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2362,1665,0,0,sip,raw,COIN,COIN,False,True,False,
COST,2025-10,holdout,43,43,3354,3353,1,0.0298,0,0.0,0,0.0,0,43,339,399,0,0,sip,raw,COST,COST,False,True,False,
CRM,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1181,1007,0,0,sip,raw,CRM,CRM,False,True,False,
CRWV,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2712,1999,0,0,sip,raw,CRWV,CRWV,False,True,False,
GEV,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,800,432,0,0,sip,raw,GEV,GEV,False,True,False,
GOOG,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2520,1654,0,0,sip,raw,GOOG,GOOG,False,True,False,
GOOGL,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2553,1826,0,0,sip,raw,GOOGL,GOOGL,False,True,False,
HD,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,294,279,0,0,sip,raw,HD,HD,False,True,False,
HIMS,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2572,1971,0,0,sip,raw,HIMS,HIMS,False,True,False,
HOOD,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2655,1993,0,0,sip,raw,HOOD,HOOD,False,True,False,
INTC,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2817,2021,0,0,sip,raw,INTC,INTC,False,True,False,
IONQ,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2790,1998,0,0,sip,raw,IONQ,IONQ,False,True,False,
IREN,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2831,2016,0,0,sip,raw,IREN,IREN,False,True,False,
JNJ,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,489,321,0,0,sip,raw,JNJ,JNJ,False,True,False,
JPM,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,790,736,0,0,sip,raw,JPM,JPM,False,True,False,
LLY,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,599,514,0,0,sip,raw,LLY,LLY,False,True,False,
LRCX,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1115,759,0,0,sip,raw,LRCX,LRCX,False,True,False,
MA,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,106,113,0,0,sip,raw,MA,MA,False,True,False,
META,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1888,1578,0,0,sip,raw,META,META,False,True,False,
MRVL,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2159,1639,0,0,sip,raw,MRVL,MRVL,False,True,False,
MSFT,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2031,1570,0,0,sip,raw,MSFT,MSFT,False,True,False,
MSTR,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2534,1840,0,0,sip,raw,MSTR,MSTR,False,True,False,
MU,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2674,1918,0,0,sip,raw,MU,MU,False,True,False,
NBIS,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2625,1934,0,0,sip,raw,NBIS,NBIS,False,True,False,
NFLX,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,880,744,0,0,sip,raw,NFLX,NFLX,False,True,False,
NVDA,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2838,2021,0,0,sip,raw,NVDA,NVDA,False,True,False,
OKLO,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2614,1938,0,0,sip,raw,OKLO,OKLO,False,True,False,
OPEN,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2830,2021,0,0,sip,raw,OPEN,OPEN,False,True,False,
ORCL,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2444,1907,0,0,sip,raw,ORCL,ORCL,False,True,False,
PLTR,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2788,2014,0,0,sip,raw,PLTR,PLTR,False,True,False,
RGTI,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2817,2015,0,0,sip,raw,RGTI,RGTI,False,True,False,
SNPS,2025-10,holdout,43,43,3354,3353,1,0.0298,0,0.0,0,0.0,0,43,620,441,0,0,sip,raw,SNPS,SNPS,False,True,False,
SOFI,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2802,2020,0,0,sip,raw,SOFI,SOFI,False,True,False,
TSLA,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2836,2021,0,0,sip,raw,TSLA,TSLA,False,True,False,
UBER,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1411,1309,0,0,sip,raw,UBER,UBER,False,True,False,
UNH,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2057,1683,0,0,sip,raw,UNH,UNH,False,True,False,
V,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,377,381,0,0,sip,raw,V,V,False,True,False,
WMT,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1107,1048,0,0,sip,raw,WMT,WMT,False,True,False,
XOM,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,974,623,0,0,sip,raw,XOM,XOM,False,True,False,
SPY,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2783,1977,0,0,sip,raw,SPY,SPY,False,True,False,
QQQ,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2837,1989,0,0,sip,raw,QQQ,QQQ,False,True,False,
IWM,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,2819,1847,0,0,sip,raw,IWM,IWM,False,True,False,
DIA,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1536,562,0,0,sip,raw,DIA,DIA,False,True,False,
XLK,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1156,490,0,0,sip,raw,XLK,XLK,False,True,False,
XLF,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1843,1041,0,0,sip,raw,XLF,XLF,False,True,False,
XLE,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1145,579,0,0,sip,raw,XLE,XLE,False,True,False,
XLV,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,625,399,0,0,sip,raw,XLV,XLV,False,True,False,
XLI,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,270,230,0,0,sip,raw,XLI,XLI,False,True,False,
XLY,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,214,108,0,0,sip,raw,XLY,XLY,False,True,False,
XLP,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,424,329,0,0,sip,raw,XLP,XLP,False,True,False,
XLU,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,428,470,0,0,sip,raw,XLU,XLU,False,True,False,
SMH,2025-10,holdout,43,43,3354,3354,0,0.0,0,0.0,0,0.0,0,43,1442,781,0,0,sip,raw,SMH,SMH,False,True,False,
AAPL,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2330,1715,133,0,sip,raw,AAPL,AAPL,False,True,False,
AMAT,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,847,565,64,0,sip,raw,AMAT,AMAT,False,True,False,
AMD,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2544,1794,155,0,sip,raw,AMD,AMD,False,True,False,
AMZN,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2470,1791,150,0,sip,raw,AMZN,AMZN,False,True,False,
APP,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,1361,1057,101,0,sip,raw,APP,APP,False,True,False,
AVGO,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2298,1679,155,0,sip,raw,AVGO,AVGO,False,True,False,
BAC,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1183,894,81,0,sip,raw,BAC,BAC,False,True,False,
BKNG,2025-11,holdout,38,38,2964,2620,344,11.6059,0,0.0,0,0.0,0,38,138,130,49,0,sip,raw,BKNG,BKNG,False,True,True,missing_bar_rate
BMNR,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2570,1797,156,0,sip,raw,BMNR,BMNR,False,True,False,
BRK.B,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1121,932,96,0,sip,raw,BRK.B,BRK.B,False,True,False,
CAT,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,520,287,57,0,sip,raw,CAT,CAT,False,True,False,
COIN,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2332,1652,154,0,sip,raw,COIN,COIN,False,True,False,
COST,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,505,536,73,0,sip,raw,COST,COST,False,True,False,
CRM,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,994,843,81,0,sip,raw,CRM,CRM,False,True,False,
CRWV,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2465,1777,156,0,sip,raw,CRWV,CRWV,False,True,False,
GEV,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1020,653,78,0,sip,raw,GEV,GEV,False,True,False,
GOOG,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2421,1618,155,0,sip,raw,GOOG,GOOG,False,True,False,
GOOGL,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2409,1700,153,0,sip,raw,GOOGL,GOOGL,False,True,False,
GS,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,491,339,62,0,sip,raw,GS,GS,False,True,False,
HOOD,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2377,1781,152,0,sip,raw,HOOD,HOOD,False,True,False,
IBM,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1022,714,68,0,sip,raw,IBM,IBM,False,True,False,
INTC,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2560,1796,153,0,sip,raw,INTC,INTC,False,True,False,
IONQ,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2553,1781,154,0,sip,raw,IONQ,IONQ,False,True,False,
IREN,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2571,1797,155,0,sip,raw,IREN,IREN,False,True,False,
JNJ,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,490,302,57,0,sip,raw,JNJ,JNJ,False,True,False,
JPM,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,882,802,79,0,sip,raw,JPM,JPM,False,True,False,
LLY,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,985,660,94,0,sip,raw,LLY,LLY,False,True,False,
LRCX,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1026,727,73,0,sip,raw,LRCX,LRCX,False,True,False,
MA,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,251,180,59,0,sip,raw,MA,MA,False,True,False,
META,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2208,1643,151,0,sip,raw,META,META,False,True,False,
MSFT,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2179,1566,147,0,sip,raw,MSFT,MSFT,False,True,False,
MSTR,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2447,1734,156,0,sip,raw,MSTR,MSTR,False,True,False,
MU,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,2506,1740,145,0,sip,raw,MU,MU,False,True,False,
NBIS,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2482,1788,145,0,sip,raw,NBIS,NBIS,False,True,False,
NFLX,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,1729,1321,154,0,sip,raw,NFLX,NFLX,False,True,False,
NVDA,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2574,1797,156,0,sip,raw,NVDA,NVDA,False,True,False,
OKLO,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2397,1716,137,0,sip,raw,OKLO,OKLO,False,True,False,
ORCL,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2328,1754,156,0,sip,raw,ORCL,ORCL,False,True,False,
PLTR,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2531,1794,152,0,sip,raw,PLTR,PLTR,False,True,False,
QBTS,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2524,1780,136,0,sip,raw,QBTS,QBTS,False,True,False,
RGTI,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2569,1791,154,0,sip,raw,RGTI,RGTI,False,True,False,
RKLB,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2433,1755,141,0,sip,raw,RKLB,RKLB,False,True,False,
SMCI,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2400,1759,144,0,sip,raw,SMCI,SMCI,False,True,False,
SOFI,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2537,1797,145,0,sip,raw,SOFI,SOFI,False,True,False,
T,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1400,1072,86,0,sip,raw,T,T,False,True,False,
TSLA,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2573,1797,156,0,sip,raw,TSLA,TSLA,False,True,False,
TXN,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,587,442,57,0,sip,raw,TXN,TXN,False,True,False,
UNH,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,1997,1585,120,0,sip,raw,UNH,UNH,False,True,False,
V,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,553,480,75,0,sip,raw,V,V,False,True,False,
WMT,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1127,1034,105,0,sip,raw,WMT,WMT,False,True,False,
SPY,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2561,1780,156,0,sip,raw,SPY,SPY,False,True,False,
QQQ,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,2574,1790,156,0,sip,raw,QQQ,QQQ,False,True,False,
IWM,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,2543,1700,139,0,sip,raw,IWM,IWM,False,True,False,
DIA,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1670,653,77,0,sip,raw,DIA,DIA,False,True,False,
XLK,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,1334,616,95,0,sip,raw,XLK,XLK,False,True,False,
XLF,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1760,948,79,0,sip,raw,XLF,XLF,False,True,False,
XLE,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,1015,485,70,0,sip,raw,XLE,XLE,False,True,False,
XLV,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,667,391,65,0,sip,raw,XLV,XLV,False,True,False,
XLI,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,316,210,51,0,sip,raw,XLI,XLI,False,True,False,
XLY,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,224,110,55,0,sip,raw,XLY,XLY,False,True,False,
XLP,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,517,334,61,0,sip,raw,XLP,XLP,False,True,False,
XLU,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,38,490,429,74,0,sip,raw,XLU,XLU,False,True,False,
SMH,2025-11,holdout,38,38,2964,2964,0,0.0,0,0.0,0,0.0,0,39,1750,1069,112,0,sip,raw,SMH,SMH,False,True,False,
AAPL,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2412,1818,254,0,sip,raw,AAPL,AAPL,False,True,False,
AMAT,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,691,508,111,0,sip,raw,AMAT,AMAT,False,True,False,
AMD,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2615,1928,286,0,sip,raw,AMD,AMD,False,True,False,
AMZN,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2563,1927,286,0,sip,raw,AMZN,AMZN,False,True,False,
APP,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,1447,1250,179,0,sip,raw,APP,APP,False,True,False,
AVGO,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2691,1908,302,0,sip,raw,AVGO,AVGO,False,True,False,
BA,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1245,1284,174,0,sip,raw,BA,BA,False,True,False,
BAC,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1039,828,156,0,sip,raw,BAC,BAC,False,True,False,
BE,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2030,1533,219,0,sip,raw,BE,BE,False,True,False,
BMNR,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2824,1948,311,0,sip,raw,BMNR,BMNR,False,True,False,
BRK.B,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1430,1134,173,0,sip,raw,BRK.B,BRK.B,False,True,False,
CAT,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,604,372,111,0,sip,raw,CAT,CAT,False,True,False,
COIN,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2677,1915,300,0,sip,raw,COIN,COIN,False,True,False,
COST,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,753,846,159,0,sip,raw,COST,COST,False,True,False,
CRM,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,924,749,150,0,sip,raw,CRM,CRM,False,True,False,
CRWV,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2638,1929,295,0,sip,raw,CRWV,CRWV,False,True,False,
CSCO,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1018,806,120,0,sip,raw,CSCO,CSCO,False,True,False,
GEV,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1296,905,143,0,sip,raw,GEV,GEV,False,True,False,
GOOG,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2583,1762,279,0,sip,raw,GOOG,GOOG,False,True,False,
GOOGL,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2614,1844,292,0,sip,raw,GOOGL,GOOGL,False,True,False,
HOOD,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2469,1919,278,0,sip,raw,HOOD,HOOD,False,True,False,
INTC,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2787,1946,301,0,sip,raw,INTC,INTC,False,True,False,
IREN,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2802,1945,301,0,sip,raw,IREN,IREN,False,True,False,
JNJ,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,385,307,104,0,sip,raw,JNJ,JNJ,False,True,False,
JPM,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1055,867,162,0,sip,raw,JPM,JPM,False,True,False,
LLY,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1289,826,155,0,sip,raw,LLY,LLY,False,True,False,
LRCX,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,860,682,138,0,sip,raw,LRCX,LRCX,False,True,False,
META,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2628,1913,284,0,sip,raw,META,META,False,True,False,
MSFT,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2620,1864,275,0,sip,raw,MSFT,MSFT,False,True,False,
MSTR,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2790,1942,307,0,sip,raw,MSTR,MSTR,False,True,False,
MU,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2676,1901,286,0,sip,raw,MU,MU,False,True,False,
NBIS,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2556,1882,261,0,sip,raw,NBIS,NBIS,False,True,False,
NFLX,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2736,1922,309,0,sip,raw,NFLX,NFLX,False,True,False,
NVDA,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2838,1949,312,0,sip,raw,NVDA,NVDA,False,True,False,
OKLO,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2416,1780,260,0,sip,raw,OKLO,OKLO,False,True,False,
ORCL,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,43,2724,1936,302,0,sip,raw,ORCL,ORCL,False,True,False,
PFE,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2384,1785,253,0,sip,raw,PFE,PFE,False,True,False,
PLTR,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2714,1936,277,0,sip,raw,PLTR,PLTR,False,True,False,
QCOM,2025-12,holdout,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1097,780,131,0,sip,raw,QCOM,QCOM,False,True,False,
